water flow;water level;risque level,_high;risque level,_low;risque level,_mediam;risque level,_very high;Materiel Ressource,_Vehicle;Materiel Ressource,_Zodiac;Human Ressource,_Crisis cell;Human Ressource,_DDE;Human Ressource,_Firefighters;Human Ressource,_Gendarme;Human Ressource,_Mayor;Human Ressource,_Prefet
1980.0;1.85;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.85;False;False;True;False;False;False;True;False;False;False;False;False
2480.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.65;True;False;False;False;False;False;False;False;False;False;True;False
1880.0;1.85;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.95;False;False;True;False;False;False;False;True;False;False;False;False
2080.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.05;False;False;True;False;False;False;True;False;False;False;False;False
2680.0;3.45;True;False;False;False;False;False;False;False;False;False;True;False
6500.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
6800.0;6.0;False;False;False;True;False;False;False;False;False;False;True;False
6900.0;6.1;False;False;False;True;False;False;False;False;False;False;False;True
7100.0;5.5;True;False;False;False;False;True;False;False;True;False;False;False
6100.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
6300.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
6500.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
6600.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
6800.0;5.4;True;False;False;False;False;True;False;False;True;False;False;False
4600.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
4800.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
4900.0;5.1;True;False;False;False;False;True;False;False;True;False;False;False
590.0;0.6;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
790.0;1.1;False;True;False;False;False;False;True;False;False;False;False;False
4750.0;5.6;False;False;False;True;False;False;True;False;False;False;False;False
4950.0;5.7;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;5.8;False;False;False;True;False;False;False;False;False;False;True;False
5150.0;5.9;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;4.5;True;False;False;False;False;True;False;False;True;False;False;False
4500.0;5.7;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.8;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.9;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;4.9;True;False;False;False;False;True;False;False;True;False;False;False
4350.0;5.9;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.1;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.2;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;4.8;True;False;False;False;False;True;False;False;True;False;False;False
2580.0;3.05;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.15;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.25;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.45;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.45;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.65;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.85;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;4.05;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.25;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.45;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.65;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.85;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;5.05;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.35;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.55;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.75;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.95;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.15;True;False;False;False;False;False;False;False;False;False;False;True
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
2780.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
2780.0;3.25;True;False;False;False;False;False;False;False;False;False;True;False
2780.0;3.25;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.25;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.05;True;False;False;False;False;False;False;True;False;False;False;False
2880.0;3.65;True;False;False;False;False;False;True;False;False;False;False;False
2880.0;3.75;True;False;False;False;False;False;False;False;False;False;False;True
2880.0;3.85;True;False;False;False;False;False;False;False;False;False;True;False
2880.0;3.95;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;4.05;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;3.05;True;False;False;False;False;False;True;False;False;False;False;False
2980.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
2980.0;3.35;True;False;False;False;False;False;False;False;False;False;False;True
2980.0;3.55;True;False;False;False;False;False;False;True;False;False;False;False
2980.0;3.75;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.0;True;False;False;False;False;False;True;False;False;False;False;False
3080.0;3.1;True;False;False;False;False;False;False;False;False;False;True;False
3080.0;3.2;True;False;False;False;False;False;False;False;False;False;False;True
3080.0;3.3;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.4;True;False;False;False;False;False;False;True;False;False;False;False
3080.0;3.2;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.3;True;False;False;False;False;False;False;False;False;False;True;False
3180.0;3.4;True;False;False;False;False;False;False;False;False;False;False;True
3180.0;3.5;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.6;True;False;False;False;False;False;False;True;False;False;False;False
3180.0;3.7;True;False;False;False;False;False;True;False;False;False;False;False
3180.0;3.8;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;4.0;True;False;False;False;False;False;False;False;False;False;False;True
3280.0;4.2;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.05;True;False;False;False;False;False;False;True;False;False;False;False
3280.0;3.15;True;False;False;False;False;False;True;False;False;False;False;False
3280.0;3.1;True;False;False;False;False;False;False;False;False;False;True;False
3280.0;3.3;True;False;False;False;False;False;False;False;False;False;False;True
3380.0;3.25;True;False;False;False;False;False;False;True;False;False;False;False
3380.0;3.15;True;False;False;False;False;False;False;True;False;False;False;False
1880.0;1.75;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.85;False;False;True;False;False;False;True;False;False;False;False;False
2480.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.65;True;False;False;False;False;False;False;False;False;False;True;False
830.0;1.2;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;False;True;False;False;False;False;True;False;False;False;False;False
1030.0;1.7;False;True;False;False;False;False;True;False;False;False;False;False
1070.0;1.8;False;True;False;False;False;False;False;True;False;False;False;False
1110.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
875.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
875.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
750.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.8;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
550.0;0.5;False;True;False;False;False;False;True;False;False;False;False;False
1450.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
1650.0;2.4;False;False;True;False;False;False;False;False;False;False;True;False
950.0;2.6;False;False;True;False;False;False;False;False;False;False;False;True
1150.0;2.8;False;False;True;False;False;False;False;True;False;False;False;False
1250.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.8;False;True;False;False;False;False;False;True;False;False;False;False
1050.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.1;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
1450.0;2.9;False;False;True;False;False;False;False;False;False;False;True;False
1650.0;2.9;False;False;True;False;False;False;False;False;False;False;False;True
950.0;2.9;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.9;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
1050.0;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1250.0;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1450.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.3;False;False;True;False;False;False;True;False;False;False;False;False
1750.0;2.4;False;False;True;False;False;False;False;False;False;False;True;False
1050.0;3.1;False;False;True;False;False;False;False;False;False;False;False;True
1650.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
1850.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
750.0;0.7;False;True;False;False;False;False;False;True;False;False;False;False
950.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;False;True;False;False;False;False;True;False;False;False;False;False
750.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.4;False;False;True;False;False;False;True;False;False;False;False;False
1350.0;2.5;False;False;True;False;False;False;False;False;False;False;True;False
1450.0;3.2;False;False;True;False;False;False;False;False;False;False;False;True
1550.0;3.2;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.7;False;False;True;False;False;False;False;True;False;False;False;False
1950.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.3;False;False;True;False;False;False;False;False;False;False;False;True
1450.0;2.4;False;False;True;False;False;False;False;False;False;False;True;False
1550.0;2.5;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.6;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;False;False;True;False;False;False;True;False;False;False;False;False
2050.0;2.7;False;False;True;False;False;False;False;False;False;False;True;False
1350.0;2.9;False;False;True;False;False;False;False;False;False;False;False;True
1550.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;3.3;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.6;False;False;True;False;False;False;False;False;False;False;True;False
2150.0;2.7;False;False;True;False;False;False;False;False;False;False;False;True
1450.0;2.8;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;2.9;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.1;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;2.2;False;False;True;False;False;False;False;False;False;False;False;True
2250.0;2.3;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.4;False;False;True;False;False;False;False;True;False;False;False;False
1750.0;2.5;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;2.6;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;2.8;False;False;True;False;False;False;False;False;False;False;False;True
2050.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
2350.0;3.1;False;False;True;False;False;False;False;True;False;False;False;False
1650.0;3.2;False;False;True;False;False;False;True;False;False;False;False;False
1850.0;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1950.0;3.2;False;False;True;False;False;False;False;False;False;False;False;True
2050.0;3.3;False;False;True;False;False;False;False;True;False;False;False;False
2150.0;3.2;False;False;True;False;False;False;False;True;False;False;False;False
1900.0;1.8;False;True;False;False;False;False;True;False;False;False;False;False
2000.0;1.9;False;True;False;False;False;False;False;True;False;False;False;False
2100.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
2300.0;2.2;False;False;True;False;False;False;True;False;False;False;False;False
2400.0;2.3;False;False;True;False;False;False;False;False;False;False;True;False
2600.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
2600.0;3.2;True;False;False;False;False;False;False;False;False;False;False;True
2600.0;3.3;True;False;False;False;False;False;False;False;False;False;True;False
2600.0;3.4;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;3.5;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;3.3;True;False;False;False;False;False;True;False;False;False;False;False
2600.0;3.5;True;False;False;False;False;False;False;False;False;False;True;False
2600.0;3.7;True;False;False;False;False;False;False;False;False;False;False;True
2600.0;3.9;True;False;False;False;False;False;False;True;False;False;False;False
2600.0;4.1;True;False;False;False;False;False;False;True;False;False;False;False
850.0;0.8;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
950.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
950.0;0.9;False;True;False;False;False;False;True;False;False;False;False;False
550.0;0.5;False;True;False;False;False;False;True;False;False;False;False;False
2700.0;4.3;True;False;False;False;False;False;True;False;False;False;False;False
2700.0;4.5;True;False;False;False;False;False;False;False;False;False;True;False
2700.0;4.7;True;False;False;False;False;False;False;False;False;False;False;True
2700.0;4.9;True;False;False;False;False;False;False;True;False;False;False;False
2700.0;5.1;True;False;False;False;False;False;False;True;False;False;False;False
2700.0;4.4;True;False;False;False;False;False;True;False;False;False;False;False
2700.0;4.6;True;False;False;False;False;False;False;False;False;False;True;False
2700.0;4.8;True;False;False;False;False;False;False;False;False;False;False;True
2700.0;5.0;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;True;False;False;False;False;False;True;False;False;False;False;False
2800.0;3.2;True;False;False;False;False;False;False;False;False;False;True;False
2800.0;3.2;True;False;False;False;False;False;False;False;False;False;False;True
2800.0;3.2;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.2;True;False;False;False;False;False;False;True;False;False;False;False
2800.0;3.3;True;False;False;False;False;False;True;False;False;False;False;False
2800.0;3.3;True;False;False;False;False;False;False;False;False;False;True;False
2800.0;3.3;True;False;False;False;False;False;False;False;False;False;False;True
2900.0;3.3;True;False;False;False;False;False;False;True;False;False;False;False
2900.0;3.1;True;False;False;False;False;False;False;True;False;False;False;False
2900.0;3.7;True;False;False;False;False;False;True;False;False;False;False;False
2900.0;3.8;True;False;False;False;False;False;False;False;False;False;False;True
2900.0;3.9;True;False;False;False;False;False;False;False;False;False;True;False
2900.0;4.0;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;4.1;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
3000.0;3.2;True;False;False;False;False;False;False;False;False;False;True;False
3000.0;3.4;True;False;False;False;False;False;False;False;False;False;False;True
3000.0;3.6;True;False;False;False;False;False;False;True;False;False;False;False
3000.0;3.8;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.05;True;False;False;False;False;False;True;False;False;False;False;False
3100.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
3100.0;3.25;True;False;False;False;False;False;False;False;False;False;False;True
3100.0;3.35;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.45;True;False;False;False;False;False;False;True;False;False;False;False
3100.0;3.25;True;False;False;False;False;False;True;False;False;False;False;False
3200.0;3.35;True;False;False;False;False;False;False;False;False;False;True;False
3200.0;3.45;True;False;False;False;False;False;False;False;False;False;False;True
3200.0;3.55;True;False;False;False;False;False;False;True;False;False;False;False
3200.0;3.65;True;False;False;False;False;False;False;True;False;False;False;False
3200.0;3.75;True;False;False;False;False;False;True;False;False;False;False;False
3200.0;3.85;True;False;False;False;False;False;False;False;False;False;True;False
3300.0;4.05;True;False;False;False;False;False;False;False;False;False;False;True
3300.0;4.25;True;False;False;False;False;False;False;True;False;False;False;False
3300.0;3.1;True;False;False;False;False;False;False;True;False;False;False;False
3300.0;3.2;True;False;False;False;False;False;True;False;False;False;False;False
3300.0;3.15;True;False;False;False;False;False;False;False;False;False;True;False
3300.0;3.35;True;False;False;False;False;False;False;False;False;False;False;True
3400.0;3.3;True;False;False;False;False;False;False;True;False;False;False;False
3400.0;3.2;True;False;False;False;False;False;False;True;False;False;False;False
650.0;0.6;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.8;False;True;False;False;False;False;True;False;False;False;False;False
750.0;0.7;False;True;False;False;False;False;True;False;False;False;False;False
1900.0;1.8;False;True;False;False;False;False;True;False;False;False;False;False
2000.0;1.9;False;True;False;False;False;False;False;True;False;False;False;False
2100.0;2.9;False;False;True;False;False;False;True;False;False;False;False;False
2500.0;3.15;True;False;False;False;False;False;True;False;False;False;False;False
2600.0;3.7;True;False;False;False;False;False;False;False;False;False;True;False
1900.0;1.9;False;True;False;False;False;False;True;False;False;False;False;False
2000.0;2.0;False;False;True;False;False;False;False;True;False;False;False;False
2100.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
2300.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
2700.0;3.5;True;False;False;False;False;False;False;False;False;False;True;False
1900.0;1.8;False;True;False;False;False;False;True;False;False;False;False;False
2000.0;2.0;False;False;True;False;False;False;False;True;False;False;False;False
2100.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
2300.0;2.1;False;False;True;False;False;False;True;False;False;False;False;False
2400.0;2.2;False;False;True;False;False;False;False;False;False;False;True;False
3550.0;3.4;True;False;False;False;False;False;True;False;False;False;False;False
3650.0;3.5;True;False;False;False;False;False;False;False;False;False;False;True
3650.0;3.5;True;False;False;False;False;False;False;False;False;False;False;True
3750.0;3.6;True;False;False;False;False;False;False;False;False;False;True;False
3850.0;3.7;True;False;False;False;True;False;False;False;False;True;False;False
2950.0;2.8;False;False;True;False;False;False;True;False;False;False;False;False
3150.0;3.0;False;False;True;False;False;False;False;False;False;False;False;True
3550.0;3.3;True;False;False;False;False;False;True;False;False;False;False;False
3650.0;3.5;True;False;False;False;False;False;False;False;False;False;False;True
3650.0;3.5;True;False;False;False;False;False;False;False;False;False;True;False
3800.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
3700.0;3.5;True;False;False;False;False;False;False;False;False;False;False;True
3900.0;3.7;True;False;False;False;False;False;False;False;False;False;False;True
3900.0;3.7;True;False;False;False;False;False;False;False;False;False;True;False
4000.0;3.8;True;False;False;False;True;False;False;False;False;True;False;False
3650.0;3.1;True;False;False;False;False;False;True;False;False;False;False;False
3750.0;3.3;True;False;False;False;False;False;False;False;False;False;False;True
3650.0;3.5;True;False;False;False;False;False;False;False;False;False;True;False
3950.0;3.8;True;False;False;False;False;False;False;False;False;False;False;True
3950.0;3.8;True;False;False;False;False;False;False;False;False;True;False;False
3700.0;3.5;True;False;False;False;False;False;True;False;False;False;False;False
3900.0;3.7;True;False;False;False;False;False;False;False;False;False;False;True
4100.0;3.9;True;False;False;False;False;False;False;False;False;False;True;False
4100.0;3.9;True;False;False;False;False;False;False;False;False;False;False;True
4100.0;3.9;True;False;False;False;True;False;False;False;False;True;False;False
5790.0;5.5;True;False;False;False;False;False;True;False;False;False;False;False
5890.0;4.6;True;False;False;False;False;False;False;False;False;False;False;True
5990.0;4.7;True;False;False;False;False;False;False;False;False;False;False;True
6090.0;4.8;True;False;False;False;False;False;False;False;False;False;True;False
6290.0;4.5;True;False;False;False;True;False;False;False;False;True;False;False
5700.0;4.7;True;False;False;False;False;False;True;False;False;False;False;False
5900.0;4.8;True;False;False;False;False;False;False;False;False;False;False;True
6100.0;4.9;True;False;False;False;False;False;False;False;False;False;True;False
6200.0;5.0;True;False;False;False;False;False;False;False;False;False;False;True
6300.0;5.1;True;False;False;False;True;False;False;False;False;True;False;False
850.0;0.8;False;True;False;False;False;False;False;True;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
850.0;0.85;False;True;False;False;False;False;True;False;False;False;False;False
